Id;Provinsi;Kabupaten/Kota;Jenis Ikan;Tahun;Volume Produksi;Nilai Produksi;Harga Lele
;JAWA TENGAH;TEGAL;LELE;2022;784340;13725950000;17500
;JAWA TENGAH;TEMANGGUNG;LELE;2022;4523851;92262479000;20394.67679
;JAWA TENGAH;WONOGIRI;LELE;2022;560792;10094256000;18000
;JAWA TENGAH;WONOSOBO;LELE;2022;3203907;44854698000;14000
;JAWA TIMUR;BANGKALAN;LELE;2022;313800;6142800000;19575.52581
;JAWA TIMUR;BANYUWANGI;LELE;2022;5293500;99553500000;18806.74412
;JAWA TIMUR;BLITAR;LELE;2022;8884488;142151808000;16000
;JAWA TIMUR;BOJONEGORO;LELE;2022;3030811;53201436500;17553.53155
;JAWA TIMUR;BONDOWOSO;LELE;2022;752068;16545496000;22000
;JAWA TIMUR;GRESIK;LELE;2022;1278759;19181385000;15000
;JAWA TIMUR;JEMBER;LELE;2022;10103000;151545000000;15000
;JAWA TIMUR;JOMBANG;LELE;2022;7253300;132419450000;18256.4419
;JAWA TIMUR;KEDIRI;LELE;2022;16310100;260961600000;16000
;JAWA TIMUR;KOTA BATU;LELE;2022;25440;457920000;18000
;JAWA TIMUR;KOTA BLITAR;LELE;2022;106480;1804080000;16942.90008
;JAWA TIMUR;KOTA KEDIRI;LELE;2022;174670;2789994995;15972.94896
;JAWA TIMUR;KOTA MADIUN;LELE;2022;183910;3147610000;17114.94753
;JAWA TIMUR;KOTA MALANG;LELE;2022;109700;2021800000;18430.26436
;JAWA TIMUR;KOTA MOJOKERTO;LELE;2022;199100;3360025000;16876.0673
;JAWA TIMUR;KOTA PASURUAN;LELE;2022;733863;11007945000;15000
;JAWA TIMUR;KOTA PROBOLINGGO;LELE;2022;195120;3486222494;17867.06895
;JAWA TIMUR;KOTA SURABAYA;LELE;2022;1066656;23355723000;21896.20927
;JAWA TIMUR;LAMONGAN;LELE;2022;1997928;31569050975;15800.89521
;JAWA TIMUR;LUMAJANG;LELE;2022;1003850;17823640687;17755.28285
;JAWA TIMUR;MADIUN;LELE;2022;2301600;38464455000;16712.05031
;JAWA TIMUR;MAGETAN;LELE;2022;1500500;25512250000;17002.49917
;JAWA TIMUR;MALANG;LELE;2022;5761460;92183360000;16000
;JAWA TIMUR;MOJOKERTO;LELE;2022;1285200;22300031600;17351.40959
;JAWA TIMUR;NGANJUK;LELE;2022;9654960;168447185000;17446.69942
;JAWA TIMUR;NGAWI;LELE;2022;2919830;52556940000;18000
;JAWA TIMUR;PACITAN;LELE;2022;396051;7143007000;18035.5737
;JAWA TIMUR;PAMEKASAN;LELE;2022;721130;13393770500;18573.30925
;JAWA TIMUR;PASURUAN;LELE;2022;9254253;169019363300;18263.96612
;JAWA TIMUR;PONOROGO;LELE;2022;1479896;29651388000;20036.12957
;JAWA TIMUR;PROBOLINGGO;LELE;2022;471260;7955789992;16881.95474
;JAWA TIMUR;SAMPANG;LELE;2022;141164;2771686000;19634.51022
;JAWA TIMUR;SIDOARJO;LELE;2022;22357051;357712816000;16000
;JAWA TIMUR;SITUBONDO;LELE;2022;249865;4253244000;17022.16797
;JAWA TIMUR;SUMENEP;LELE;2022;286659;5733180000;20000
;JAWA TIMUR;TRENGGALEK;LELE;2022;3402219;55185750000;16220.51667
;JAWA TIMUR;TUBAN;LELE;2022;7524953;135449154000;18000
;JAWA TIMUR;TULUNGAGUNG;LELE;2022;11127000;199606800000;17938.95929
;JAWA BARAT;BANDUNG;LELE;2023;11441141;205940538000;18000
;JAWA BARAT;BANDUNG BARAT;LELE;2023;2773758;49927644000;18000
;JAWA BARAT;BEKASI;LELE;2023;2974511;56515709000;19000
;JAWA BARAT;BOGOR;LELE;2023;90423093;1888920146000;20889.79799
;JAWA BARAT;CIAMIS;LELE;2023;4572721;59445373000;13000
;JAWA BARAT;CIANJUR;LELE;2023;16471900;263550400000;16000
;JAWA BARAT;CIREBON;LELE;2023;4876376;90422640168;18543
;JAWA BARAT;GARUT;LELE;2023;6471655;129433100000;20000
;JAWA BARAT;INDRAMAYU;LELE;2023;113100490;2488210780000;22000
;JAWA BARAT;KARAWANG;LELE;2023;1509738;24155808000;16000
;JAWA BARAT;KOTA BANDUNG;LELE;2023;157290;3145800000;20000
;JAWA BARAT;KOTA BANJAR;LELE;2023;321434;4821510000;15000
;JAWA BARAT;KOTA BEKASI;LELE;2023;1278334;25566680000;20000
;JAWA BARAT;KOTA BOGOR;LELE;2023;1391650;24734050000;17773.18291
;JAWA BARAT;KOTA CIMAHI;LELE;2023;213956;4065164000;19000
;JAWA BARAT;KOTA CIREBON;LELE;2023;70775;1168192720;16505.72547
;JAWA BARAT;KOTA DEPOK;LELE;2023;566106;14152650000;25000
;JAWA BARAT;KOTA SUKABUMI;LELE;2023;720139;12962502000;18000
;JAWA BARAT;KOTA TASIKMALAYA;LELE;2023;1511603;18139236000;12000
;JAWA BARAT;KUNINGAN;LELE;2023;5106406;88652166000;17360.97091
;JAWA BARAT;MAJALENGKA;LELE;2023;2856600;57132000000;20000
;JAWA BARAT;PANGANDARAN;LELE;2023;15871;269807000;17000
;JAWA BARAT;PURWAKARTA;LELE;2023;853490;17069800000;20000
;JAWA BARAT;SUBANG;LELE;2023;5326146;113061005500;21227.5453
;JAWA BARAT;SUKABUMI;LELE;2023;12234418;257821902000;21073.49136
;JAWA BARAT;SUMEDANG;LELE;2023;161974;3057783900;18878.2391
;JAWA BARAT;TASIKMALAYA;LELE;2023;1857000;27855000000;15000
;JAWA TENGAH;BANJARNEGARA;LELE;2023;18813223;338638014000;18000
;JAWA TENGAH;BANYUMAS;LELE;2023;3860008;69480144000;18000
;JAWA TENGAH;BATANG;LELE;2023;1345039;26900780000;20000
;JAWA TENGAH;BLORA;LELE;2023;773518;14290492000;18474.67286
;JAWA TENGAH;BOYOLALI;LELE;2023;30903214;648967494000;21000
;JAWA TENGAH;BREBES;LELE;2023;2975734;63978281000;21500
;JAWA TENGAH;CILACAP;LELE;2023;2848506;55656952000;19538.99764
;JAWA TENGAH;DEMAK;LELE;2023;39827731;637243696000;16000
;JAWA TENGAH;GROBOGAN;LELE;2023;2592873;47974514000;18502.45423
;JAWA TENGAH;JEPARA;LELE;2023;4317360;94981920000;22000
;JAWA TENGAH;KARANGANYAR;LELE;2023;1710249;30784482000;18000
;JAWA TENGAH;KEBUMEN;LELE;2023;1289045;23809138000;18470.36993
;JAWA TENGAH;KENDAL;LELE;2023;3182800;60473200000;19000
;JAWA TENGAH;KLATEN;LELE;2023;11829671;212934078000;18000
;JAWA TENGAH;KOTA MAGELANG;LELE;2023;38100;666750000;17500
;JAWA TENGAH;KOTA PEKALONGAN;LELE;2023;130520;2479880000;19000
;JAWA TENGAH;KOTA SALATIGA;LELE;2023;605904;10300368000;17000
;JAWA TENGAH;KOTA SEMARANG;LELE;2023;192453;4384035500;22779.7722
;JAWA TENGAH;KOTA SURAKARTA;LELE;2023;43712;830528000;19000
;JAWA TENGAH;KOTA TEGAL;LELE;2023;16893;295627500;17500
;JAWA TENGAH;KUDUS;LELE;2023;1847830;38804430000;21000
;JAWA TENGAH;MAGELANG;LELE;2023;4895362;97907240000;20000
;JAWA TENGAH;PATI;LELE;2023;11713132;229823357000;19620.99949
;JAWA TENGAH;PEKALONGAN;LELE;2023;1136826;19326042000;17000
;JAWA TENGAH;PEMALANG;LELE;2023;2150730;43014600000;20000
;JAWA TENGAH;PURBALINGGA;LELE;2023;2180190;40333515000;18500
;JAWA TENGAH;PURWOREJO;LELE;2023;557839;10390421500;18626.20129
;JAWA TENGAH;REMBANG;LELE;2023;999586;19885464000;19893.69999
;JAWA TENGAH;SEMARANG;LELE;2023;3375208;64011476600;18965.19462
;JAWA TENGAH;SRAGEN;LELE;2023;8714757;172143056500;19753.05295
;JAWA TENGAH;SUKOHARJO;LELE;2023;12002368;216042624000;18000
;JAWA TENGAH;TEGAL;LELE;2023;1083452;21669040000;20000
;JAWA TENGAH;TEMANGGUNG;LELE;2023;4359111;91541331000;21000
;JAWA TENGAH;WONOGIRI;LELE;2023;544978;10162082000;18646.77473
;JAWA TENGAH;WONOSOBO;LELE;2023;1075226;17203616000;16000
;JAWA TIMUR;BANGKALAN;LELE;2023;392300;7846000000;20000
;JAWA TIMUR;BANYUWANGI;LELE;2023;6486745;124071210000;19126.88259
;JAWA TIMUR;BLITAR;LELE;2023;8945400;156615100000;17507.89232
;JAWA TIMUR;BOJONEGORO;LELE;2023;3197167;58403828500;18267.36874
;JAWA TIMUR;BONDOWOSO;LELE;2023;917712;20189664000;22000
;JAWA TIMUR;GRESIK;LELE;2023;1469705;22761070000;15486.82899
;JAWA TIMUR;JEMBER;LELE;2023;10103000;151545000000;15000
;JAWA TIMUR;JOMBANG;LELE;2023;6977300;128970800000;18484.34208
;JAWA TIMUR;KEDIRI;LELE;2023;16391000;278647000000;17000
;JAWA TIMUR;KOTA BATU;LELE;2023;28575;514350000;18000
;JAWA TIMUR;KOTA BLITAR;LELE;2023;111490;1948760000;17479.23581
;JAWA TIMUR;KOTA KEDIRI;LELE;2023;179200;3292029995;18370.7031
;JAWA TIMUR;KOTA MADIUN;LELE;2023;188660;3467110000;18377.55751
;JAWA TIMUR;KOTA MALANG;LELE;2023;91500;1738500000;19000
;JAWA TIMUR;KOTA MOJOKERTO;LELE;2023;210100;5042400000;24000
;JAWA TIMUR;KOTA PASURUAN;LELE;2023;230080;3807261000;16547.55303
;JAWA TIMUR;KOTA PROBOLINGGO;LELE;2023;241704;4725142662;19549.29443
;JAWA TIMUR;KOTA SURABAYA;LELE;2023;1066656;23355723000;21896.20927
;JAWA TIMUR;LAMONGAN;LELE;2023;2366941;37871056000;16000
;JAWA TIMUR;LUMAJANG;LELE;2023;1261952;23130495000;18329.14009
;JAWA TIMUR;MADIUN;LELE;2023;2408500;44557250000;18500
;JAWA TIMUR;MAGETAN;LELE;2023;1532500;27476350000;17929.10277
;JAWA TIMUR;MALANG;LELE;2023;5946700;104089400000;17503.72475
;JAWA TIMUR;MOJOKERTO;LELE;2023;1364000;25234000000;18500
;JAWA TIMUR;NGANJUK;LELE;2023;10044923;183694276857;18287.27576
;JAWA TIMUR;NGAWI;LELE;2023;3606150;66713775000;18500
;JAWA TIMUR;PACITAN;LELE;2023;420507;7148619000;17000
;JAWA TIMUR;PAMEKASAN;LELE;2023;719322;13634545500;18954.71778
;JAWA TIMUR;PASURUAN;LELE;2023;15030013;277171461440;18441.19905
;JAWA TIMUR;PONOROGO;LELE;2023;1617444;37304046000;23063.57809
;JAWA TIMUR;PROBOLINGGO;LELE;2023;682600;12286800000;18000
;JAWA TIMUR;SAMPANG;LELE;2023;190339;4335019000;22775.25363
;JAWA TIMUR;SIDOARJO;LELE;2023;24382500;390120000000;16000
;JAWA TIMUR;SITUBONDO;LELE;2023;526799;10009181000;19000
;JAWA TIMUR;SUMENEP;LELE;2023;295705;6059545000;20491.85844
;JAWA TIMUR;TRENGGALEK;LELE;2023;3919613;72244244074;18431.47374
;JAWA TIMUR;TUBAN;LELE;2023;8406798;151777909018;18054.1877
;JAWA TIMUR;TULUNGAGUNG;LELE;2023;11550000;219450000000;19000
